stateId,runId,composition,structure,fct,unique.str,unique.id,puniuqe.id,n
1161,1,lade fasy frex ,3,0,lade fasy frex  3 0,1161,887,14
1162,1,pisy fasy ,10,1,pisy fasy  10 1,1162,888,80
1163,1,LADE frex ,10,1,LADE frex  10 1,1163,889,76
1165,1,piab frex ,11,1,piab frex  11 1,1165,890,220
1168,1,piab pisy ,10,1,piab pisy  10 1,1168,891,94
1170,1,piab pisy fasy ,10,1,piab pisy fasy  10 1,1170,892,109
1171,1,piab fasy frex ,3,0,piab fasy frex  3 0,1171,893,37
1176,1,PIAB lade ,1,0,PIAB lade  1 0,1176,894,39
1179,1,mix,7,0,mix 7 0,1179,895,11
1182,1,frex ,6,0,frex  6 0,1182,896,19
1184,1,piab fasy ,12,1,piab fasy  12 1,1184,897,483
1186,1,LADE piab ,1,0,LADE piab  1 0,1186,898,23
1190,1,FREX ,9,1,FREX  9 1,1190,899,116
1191,1,LADE piab ,10,1,LADE piab  10 1,1191,900,476
1195,1,fasy frex ,8,2,fasy frex  8 2,1195,901,324
1199,1,piab ,3,0,piab  3 0,1199,902,192
1203,1,BEPE piab ,3,0,BEPE piab  3 0,1203,903,35
1204,1,FREX piab ,5,0,FREX piab  5 0,1204,904,64
1205,1,piab fasy acps ,9,2,piab fasy acps  9 2,1205,905,109
1206,1,abal lade fasy ,10,2,abal lade fasy  10 2,1206,906,50
1207,1,piab lade ,11,1,piab lade  11 1,1207,907,440
1209,1,PIAB bepe ,9,1,PIAB bepe  9 1,1209,908,53
1214,1,piab bepe ,10,1,piab bepe  10 1,1214,909,188
1215,1,piab fasy ,3,0,piab fasy  3 0,1215,910,119
1219,1,piab lade frex ,5,0,piab lade frex  5 0,1219,911,31
1222,1,piab acps ,9,1,piab acps  9 1,1222,912,41
1227,1,bepe ,3,0,bepe  3 0,1227,913,23
1229,1,PIAB frex ,8,2,PIAB frex  8 2,1229,914,125
1232,1,ABAL fasy ,8,1,ABAL fasy  8 1,1232,915,35
1236,1,piab ,11,2,piab  11 2,1236,916,2413
1239,1,piab fasy frex ,7,2,piab fasy frex  7 2,1239,917,94
1240,1,frex ,4,0,frex  4 0,1240,918,112
1245,1,piab ,4,0,piab  4 0,1245,919,214
1246,1,LADE piab ,8,2,LADE piab  8 2,1246,920,179
1250,1,FREX piab ,5,1,FREX piab  5 1,1250,921,65
1251,1,FREX piab ,9,1,FREX piab  9 1,1251,922,134
1253,1,FREX piab ,4,1,FREX piab  4 1,1253,923,65
1256,1,lade fasy bepe ,9,1,lade fasy bepe  9 1,1256,924,28
1260,1,piab lade fasy ,2,0,piab lade fasy  2 0,1260,925,14
1261,1,piab frex bepe ,10,1,piab frex bepe  10 1,1261,926,27
1262,1,piab acps ,9,2,piab acps  9 2,1262,927,64
1266,1,FREX lade ,7,1,FREX lade  7 1,1266,928,17
1267,1,piab frex ,5,1,piab frex  5 1,1267,929,310
1270,1,abal lade fasy ,8,2,abal lade fasy  8 2,1270,930,429
1271,1,piab lade frex ,11,1,piab lade frex  11 1,1271,931,21
1277,1,piab frex bepe ,4,0,piab frex bepe  4 0,1277,932,6
1278,1,SACA ,1,0,SACA  1 0,1278,933,19
1280,1,piab frex ,4,1,piab frex  4 1,1280,934,149
1281,1,frex ,4,1,frex  4 1,1281,935,58
1282,1,piab frex ,3,1,piab frex  3 1,1282,936,19
1284,1,FASY abal ,9,2,FASY abal  9 2,1284,937,3869
1289,1,piab abal ,11,2,piab abal  11 2,1289,938,748
1291,1,PIAB lade ,2,0,PIAB lade  2 0,1291,939,19
1292,1,piab lade frex ,7,1,piab lade frex  7 1,1292,940,45
1295,1,lade frex ,5,1,lade frex  5 1,1295,941,29
1296,1,piab ,4,1,piab  4 1,1296,942,48
1297,1,FASY ,11,1,FASY  11 1,1297,943,295
1298,1,piab fasy frex ,4,1,piab fasy frex  4 1,1298,944,26
1299,1,piab frex ,9,2,piab frex  9 2,1299,945,309
1300,1,ABAL ,8,1,ABAL  8 1,1300,946,60
1301,1,FASY piab ,11,2,FASY piab  11 2,1301,947,107458
1304,1,PISY lade ,7,1,PISY lade  7 1,1304,948,30
1310,1,piab lade frex ,5,1,piab lade frex  5 1,1310,949,24
1318,1,FASY pisy ,6,1,FASY pisy  6 1,1318,950,19
1319,1,piab frex ,10,2,piab frex  10 2,1319,951,491
1323,1,LADE bepe ,8,1,LADE bepe  8 1,1323,952,18
1326,1,fasy ,3,0,fasy  3 0,1326,953,44
1327,1,fasy frex ,10,2,fasy frex  10 2,1327,954,69
1331,1,LADE piab ,4,0,LADE piab  4 0,1331,955,21
1334,1,piab ,5,1,piab  5 1,1334,956,143
1336,1,piab bepe ,4,1,piab bepe  4 1,1336,957,22
1337,1,FASY abal ,9,1,FASY abal  9 1,1337,958,150
1340,1,fasy frex ,4,1,fasy frex  4 1,1340,959,97
1344,1,piab fasy frex ,11,2,piab fasy frex  11 2,1344,960,56
1345,1,PIAB lade ,3,0,PIAB lade  3 0,1345,961,21
1352,1,PIAB lade ,11,1,PIAB lade  11 1,1352,962,70
1354,1,piab lade frex ,6,1,piab lade frex  6 1,1354,963,18
1359,1,PIAB lade ,5,0,PIAB lade  5 0,1359,964,25
1360,1,PIAB frex ,9,2,PIAB frex  9 2,1360,965,159
1366,1,fasy ,11,2,fasy  11 2,1366,966,1277
1367,1,piab lade fasy ,4,0,piab lade fasy  4 0,1367,967,16
1369,1,lade fasy frex ,9,2,lade fasy frex  9 2,1369,968,130
1371,1,piab frex ,11,2,piab frex  11 2,1371,969,279
1372,1,piab frex alin ,6,1,piab frex alin  6 1,1372,970,15
1373,1,frex ,5,1,frex  5 1,1373,971,62
1378,1,fasy frex ,9,2,fasy frex  9 2,1378,972,426
1379,1,piab fasy frex ,10,2,piab fasy frex  10 2,1379,973,188
1381,1,piab lade frex ,9,2,piab lade frex  9 2,1381,974,95
1382,1,PIAB bepe ,10,1,PIAB bepe  10 1,1382,975,29
1384,1,ACPS ,7,2,ACPS  7 2,1384,976,19
1386,1,pisy ,9,1,pisy  9 1,1386,977,133
1387,1,lade pisy fasy ,8,2,lade pisy fasy  8 2,1387,978,87
1388,1,piab lade bepe ,10,1,piab lade bepe  10 1,1388,979,32
1390,1,PIAB lade ,11,2,PIAB lade  11 2,1390,980,1531
1391,1,frex ,6,1,frex  6 1,1391,981,40
1394,1,piab ,12,2,piab  12 2,1394,982,819
1397,1,LADE piab ,9,2,LADE piab  9 2,1397,983,196
1399,1,pisy ,8,2,pisy  8 2,1399,984,396
1401,1,piab frex ,6,2,piab frex  6 2,1401,985,139
1402,1,PISY fasy ,7,2,PISY fasy  7 2,1402,986,22
1405,1,PIAB fasy ,3,0,PIAB fasy  3 0,1405,987,21
1406,1,piab lade fasy ,11,2,piab lade fasy  11 2,1406,988,965
1407,1,abal fasy ,11,1,abal fasy  11 1,1407,989,34
1411,1,PIAB lade ,4,0,PIAB lade  4 0,1411,990,17
1415,1,piab frex ,5,2,piab frex  5 2,1415,991,42
1417,1,PISY ,4,2,PISY  4 2,1417,992,22
1419,1,PIAB frex ,11,2,PIAB frex  11 2,1419,993,193
1423,1,piab lade frex ,11,2,piab lade frex  11 2,1423,994,45
1428,1,piab fasy frex ,6,2,piab fasy frex  6 2,1428,995,55
1435,1,piab lade fasy frex ,9,2,piab lade fasy frex  9 2,1435,996,25
1437,1,FASY frex ,8,2,FASY frex  8 2,1437,997,44
1439,1,pisy fasy ,10,2,pisy fasy  10 2,1439,998,276
1440,1,piab lade ,11,2,piab lade  11 2,1440,999,2878
1442,1,fasy ,5,2,fasy  5 2,1442,1000,81
1443,1,FASY pisy ,9,1,FASY pisy  9 1,1443,1001,28
1444,1,lade fasy frex ,8,2,lade fasy frex  8 2,1444,1002,86
1445,1,piab fasy bepe ,10,1,piab fasy bepe  10 1,1445,1003,22
1446,1,PIAB acps ,8,1,PIAB acps  8 1,1446,1004,23
1447,1,piab bepe ,9,2,piab bepe  9 2,1447,1005,22
1449,1,FREX ,10,1,FREX  10 1,1449,1006,24
1450,1,lade frex ,9,2,lade frex  9 2,1450,1007,117
1452,1,PIAB bepe ,10,2,PIAB bepe  10 2,1452,1008,22
1453,1,lade fasy frex ,10,2,lade fasy frex  10 2,1453,1009,44
1454,1,PIAB frex ,6,2,PIAB frex  6 2,1454,1010,33
1456,1,piab pisy fasy ,10,2,piab pisy fasy  10 2,1456,1011,2166
1462,1,lade frex ,7,2,lade frex  7 2,1462,1012,27
1463,1,piab lade frex ,8,2,piab lade frex  8 2,1463,1013,26
1464,1,acps ,8,1,acps  8 1,1464,1014,16
1465,1,FASY ,11,2,FASY  11 2,1465,1015,121796
1467,1,fasy ,4,2,fasy  4 2,1467,1016,18
1469,1,FASY pisy ,8,2,FASY pisy  8 2,1469,1017,579
1471,1,FASY piab ,11,1,FASY piab  11 1,1471,1018,241
1472,1,PISY piab ,8,2,PISY piab  8 2,1472,1019,86
1475,1,piab abal fasy ,11,2,piab abal fasy  11 2,1475,1020,2369
1478,1,LADE ,8,2,LADE  8 2,1478,1021,268
1480,1,lade ,8,2,lade  8 2,1480,1022,136
1481,1,piab lade frex ,10,2,piab lade frex  10 2,1481,1023,148
1482,1,piab fasy ,12,2,piab fasy  12 2,1482,1024,84637
1483,1,fasy acps ,10,2,fasy acps  10 2,1483,1025,104
1484,1,PISY piab ,9,2,PISY piab  9 2,1484,1026,53
1485,1,FREX piab ,10,1,FREX piab  10 1,1485,1027,65
1486,1,piab bepe ,11,1,piab bepe  11 1,1486,1028,16
1488,1,PIAB ,12,2,PIAB  12 2,1488,1029,202267
1489,1,FREX piab ,6,0,FREX piab  6 0,1489,1030,52
1490,1,PISY ,8,2,PISY  8 2,1490,1031,300
1491,1,LADE ,10,2,LADE  10 2,1491,1032,149
1492,1,lade frex ,8,2,lade frex  8 2,1492,1033,76
1495,1,PIAB abal ,9,1,PIAB abal  9 1,1495,1034,56
1500,1,PISY piab ,9,1,PISY piab  9 1,1500,1035,36
1502,1,FASY pisy ,9,2,FASY pisy  9 2,1502,1036,486
1503,1,lade ,9,2,lade  9 2,1503,1037,222
1505,1,piab acps ,10,2,piab acps  10 2,1505,1038,39
1507,1,LADE piab ,10,2,LADE piab  10 2,1507,1039,247
1510,1,lade frex ,10,2,lade frex  10 2,1510,1040,63
1513,1,FASY acps ,10,2,FASY acps  10 2,1513,1041,19
1514,1,PIAB frex ,6,0,PIAB frex  6 0,1514,1042,47
1516,1,FREX fasy ,4,1,FREX fasy  4 1,1516,1043,27
1517,1,piab abal lade fasy ,9,2,piab abal lade fasy  9 2,1517,1044,52
1520,1,piab lade ,12,2,piab lade  12 2,1520,1045,159
1521,1,PISY ,9,1,PISY  9 1,1521,1046,114
1522,1,pisy ,9,2,pisy  9 2,1522,1047,191
1523,1,piab abal lade ,10,2,piab abal lade  10 2,1523,1048,52
1524,1,fasy frex ,5,2,fasy frex  5 2,1524,1049,82
1525,1,FASY frex ,9,2,FASY frex  9 2,1525,1050,37
1529,1,lade ,10,2,lade  10 2,1529,1051,145
1533,1,FREX piab ,6,1,FREX piab  6 1,1533,1052,35
1534,1,LADE piab ,11,1,LADE piab  11 1,1534,1053,24
1535,1,FASY abal ,10,2,FASY abal  10 2,1535,1054,2523
1538,1,piab lade fasy frex ,10,2,piab lade fasy frex  10 2,1538,1055,44
1541,1,FASY ,11,0,FASY  11 0,1541,1056,34
1542,1,lade ,11,2,lade  11 2,1542,1057,20
1543,1,abal frex ,9,1,abal frex  9 1,1543,1058,13
1544,1,fasy frex ,7,2,fasy frex  7 2,1544,1059,68
1546,1,FREX ,4,2,FREX  4 2,1546,1060,9
1549,1,frex ,9,2,frex  9 2,1549,1061,19
1552,1,PIAB fasy ,12,2,PIAB fasy  12 2,1552,1062,54974
1553,1,LADE ,9,2,LADE  9 2,1553,1063,241
1557,1,PIAB acps ,10,2,PIAB acps  10 2,1557,1064,26
1558,1,fasy frex ,4,2,fasy frex  4 2,1558,1065,58
1564,1,PIAB ,12,1,PIAB  12 1,1564,1066,4483
1567,1,ABAL fasy ,8,2,ABAL fasy  8 2,1567,1067,30
1568,1,PIAB lade ,12,2,PIAB lade  12 2,1568,1068,143
1569,1,PIAB abal ,11,2,PIAB abal  11 2,1569,1069,401
1570,1,FASY ,12,2,FASY  12 2,1570,1070,10747
1578,1,PISY ,9,2,PISY  9 2,1578,1071,78
1579,1,abal fasy ,11,2,abal fasy  11 2,1579,1072,979
1582,1,lade fasy ,11,2,lade fasy  11 2,1582,1073,70
1583,1,lade pisy fasy ,9,2,lade pisy fasy  9 2,1583,1074,46
1585,1,FASY frex ,5,2,FASY frex  5 2,1585,1075,23
1586,1,lade pisy ,9,2,lade pisy  9 2,1586,1076,168
1589,1,PISY fasy ,8,2,PISY fasy  8 2,1589,1077,48
1590,1,abal ,10,2,abal  10 2,1590,1078,22
1594,1,lade ,7,2,lade  7 2,1594,1079,34
1600,1,FASY ,4,2,FASY  4 2,1600,1080,2450
1603,1,piab fasy acps ,10,2,piab fasy acps  10 2,1603,1081,64
1604,1,piab lade fasy ,12,2,piab lade fasy  12 2,1604,1082,52
1606,1,PIAB pisy ,10,2,PIAB pisy  10 2,1606,1083,899
1608,1,FASY frex ,6,2,FASY frex  6 2,1608,1084,17
1611,1,LADE piab ,11,2,LADE piab  11 2,1611,1085,36
1613,1,piab abal ,12,2,piab abal  12 2,1613,1086,203
1615,1,piab lade pisy fasy ,8,2,piab lade pisy fasy  8 2,1615,1087,35
1618,1,FASY pisy ,10,2,FASY pisy  10 2,1618,1088,26
1622,1,fasy frex ,6,2,fasy frex  6 2,1622,1089,65
1629,1,FASY abal ,11,2,FASY abal  11 2,1629,1090,798
1639,1,PIAB ,13,2,PIAB  13 2,1639,1091,29189
1640,1,PIAB ,13,1,PIAB  13 1,1640,1092,505
1643,1,piab pisy ,11,2,piab pisy  11 2,1643,1093,130
1646,1,piab pisy fasy ,11,2,piab pisy fasy  11 2,1646,1094,41
1647,1,PIAB pisy ,11,2,PIAB pisy  11 2,1647,1095,69
1648,1,PIAB fasy ,12,1,PIAB fasy  12 1,1648,1096,341
1649,1,FASY pisy ,7,2,FASY pisy  7 2,1649,1097,53
1650,1,piab abal fasy ,12,2,piab abal fasy  12 2,1650,1098,727
1651,1,PIAB abal ,12,2,PIAB abal  12 2,1651,1099,80
1652,1,PIAB fasy ,13,2,PIAB fasy  13 2,1652,1100,6865
1656,1,piab abal fasy ,11,1,piab abal fasy  11 1,1656,1101,26
1657,1,FASY piab ,12,2,FASY piab  12 2,1657,1102,15064
1659,1,piab fasy ,13,1,piab fasy  13 1,1659,1103,73
1660,1,piab fasy ,13,2,piab fasy  13 2,1660,1104,6973
1666,1,FASY qupe ,5,1,FASY qupe  5 1,1666,1105,18
1670,1,FASY qupe ,5,2,FASY qupe  5 2,1670,1106,42
1671,1,fasy ,12,2,fasy  12 2,1671,1107,202
1674,1,FASY abal ,10,1,FASY abal  10 1,1674,1108,53
1675,1,FASY qupe ,6,2,FASY qupe  6 2,1675,1109,141
1676,1,PIAB ,12,0,PIAB  12 0,1676,1110,29
1677,1,FASY abal ,11,1,FASY abal  11 1,1677,1111,22
1680,1,FASY piab ,4,2,FASY piab  4 2,1680,1112,782
1681,1,FASY piab ,13,2,FASY piab  13 2,1681,1113,609
1683,1,piab abal fasy ,12,1,piab abal fasy  12 1,1683,1114,41
1684,1,FASY ,13,2,FASY  13 2,1684,1115,157
1686,1,PIAB fasy ,13,1,PIAB fasy  13 1,1686,1116,41
1687,1,FASY ,12,1,FASY  12 1,1687,1117,39
1690,1,FASY piab ,12,1,FASY piab  12 1,1690,1118,35
1691,1,abal fasy ,12,2,abal fasy  12 2,1691,1119,150
1692,1,FASY qupe ,8,1,FASY qupe  8 1,1692,1120,97
1693,1,FASY qupe ,8,2,FASY qupe  8 2,1693,1121,4117
1694,1,fasy qupe ,8,1,fasy qupe  8 1,1694,1122,405
1695,1,fasy qupe ,8,2,fasy qupe  8 2,1695,1123,7975
1696,1,FASY qupe ,9,2,FASY qupe  9 2,1696,1124,7196
1697,1,FASY qupe ,9,1,FASY qupe  9 1,1697,1125,109
1698,1,FASY qupe ,7,1,FASY qupe  7 1,1698,1126,60
1700,1,fasy qupe ,7,1,fasy qupe  7 1,1700,1127,205
1701,1,piab abal ,12,1,piab abal  12 1,1701,1128,24
1716,1,piab ,13,2,piab  13 2,1716,1129,142
1717,1,FASY abal ,12,2,FASY abal  12 2,1717,1130,112
933,1,PISY ,3,2,PISY  3 2,1735,1131,21
1121,1,piab abal lade fasy ,7,2,piab abal lade fasy  7 2,1762,1132,20
1126,1,FREX piab ,9,0,FREX piab  9 0,1763,1133,14
1169,1,fasy ,2,0,fasy  2 0,1775,1134,27
1228,1,lade ,2,0,lade  2 0,1795,1135,43
1272,1,lade ,3,0,lade  3 0,1806,1136,27
1308,1,lade ,4,0,lade  4 0,1817,1137,15
1401,1,ACPS fasy ,7,2,ACPS fasy  7 2,1851,1138,17
1431,1,piab bepe ,10,2,piab bepe  10 2,1860,1139,23
1587,1,FASY acps ,9,2,FASY acps  9 2,1913,1140,27
1592,1,FASY abal ,5,2,FASY abal  5 2,1916,1141,21
1601,1,PIAB pisy ,10,1,PIAB pisy  10 1,1920,1142,20
1695,1,PIAB abal ,10,1,PIAB abal  10 1,1980,1143,23
1729,1,PIAB ,14,2,PIAB  14 2,1994,1144,296
1731,1,ABAL fasy ,9,2,ABAL fasy  9 2,1996,1145,24
1741,1,FASY qupe ,7,2,FASY qupe  7 2,2001,1146,598
1345,11,bepe ,8,1,bepe  8 1,2081,1147,15
1524,11,FASY ,3,2,FASY  3 2,2114,1148,116
1599,11,fasy qupe ,5,1,fasy qupe  5 1,2141,1149,27
1624,11,piab lade pisy fasy ,9,2,piab lade pisy fasy  9 2,2153,1150,30
1647,11,FREX piab ,11,1,FREX piab  11 1,2162,1151,18
1659,11,PISY fasy ,9,2,PISY fasy  9 2,2166,1152,20
1664,11,fasy qupe ,9,2,fasy qupe  9 2,2170,1153,24455
1682,11,fasy qupe ,5,2,fasy qupe  5 2,2176,1154,52
1684,11,fasy qupe ,7,2,fasy qupe  7 2,2177,1155,1051
1693,11,fasy qupe ,10,2,fasy qupe  10 2,2182,1156,10220
1703,11,FASY qupe ,6,1,FASY qupe  6 1,2186,1157,38
1705,11,FASY piab ,3,1,FASY piab  3 1,2187,1158,25
1707,11,fasy qupe ,6,2,fasy qupe  6 2,2188,1159,160
1709,11,fasy qupe ,6,1,fasy qupe  6 1,2190,1160,64
1711,11,FASY qupe ,10,2,FASY qupe  10 2,2191,1161,1400
1717,11,fasy qupe ,9,1,fasy qupe  9 1,2193,1162,498
1722,11,piab abal fasy ,13,2,piab abal fasy  13 2,2197,1163,89
1725,11,FASY quro ,9,2,FASY quro  9 2,2199,1164,60
1727,11,piab fasy pini ,6,1,piab fasy pini  6 1,2201,1165,188
1728,11,piab fasy pini ,6,2,piab fasy pini  6 2,2202,1166,194
1729,11,piab fasy qupe ,9,2,piab fasy qupe  9 2,2203,1167,20375
1730,11,FASY quro ,8,1,FASY quro  8 1,2204,1168,14
1732,11,FASY quro ,8,2,FASY quro  8 2,2205,1169,73
1733,11,piab fasy qupe ,10,2,piab fasy qupe  10 2,2206,1170,24711
1734,11,PIAB fasy ,14,2,PIAB fasy  14 2,2207,1171,36
1736,11,piab fasy ,14,2,piab fasy  14 2,2208,1172,29
1739,11,fasy pini ,6,1,fasy pini  6 1,2210,1173,129
1740,11,fasy pini ,6,2,fasy pini  6 2,2211,1174,392
1747,11,FASY pini ,6,2,FASY pini  6 2,2213,1175,340
1751,11,FASY pini ,5,2,FASY pini  5 2,2214,1176,30
1754,11,piab fasy qupe ,7,1,piab fasy qupe  7 1,2216,1177,99
1757,11,piab fasy qupe ,7,2,piab fasy qupe  7 2,2218,1178,241
1759,11,piab qupe ,9,1,piab qupe  9 1,2219,1179,1316
1761,11,piab fasy ,3,1,piab fasy  3 1,2220,1180,138
1762,11,piab fasy qupe ,8,2,piab fasy qupe  8 2,2221,1181,4910
1763,11,piab fasy qupe ,11,1,piab fasy qupe  11 1,2222,1182,82
1764,11,FASY pini ,7,2,FASY pini  7 2,2223,1183,197
1766,11,piab fasy qupe ,11,2,piab fasy qupe  11 2,2224,1184,6934
1768,11,fasy pini ,7,2,fasy pini  7 2,2225,1185,1070
1769,11,fasy quro ,9,2,fasy quro  9 2,2226,1186,117
1770,11,piab fasy quro ,10,1,piab fasy quro  10 1,2227,1187,22
1771,11,FASY qupe ,11,2,FASY qupe  11 2,2228,1188,30
1774,11,piab fasy qupe ,10,1,piab fasy qupe  10 1,2230,1189,245
1775,11,FASY pini ,6,1,FASY pini  6 1,2231,1190,29
1776,11,abal fasy qupe ,8,2,abal fasy qupe  8 2,2232,1191,15
1777,11,fasy qupe ,11,2,fasy qupe  11 2,2233,1192,1101
1779,11,piab fasy pini ,5,1,piab fasy pini  5 1,2234,1193,60
1780,11,piab qupe ,10,1,piab qupe  10 1,2235,1194,627
1781,11,fasy pini ,5,1,fasy pini  5 1,2236,1195,81
1782,11,fasy qupe ,10,1,fasy qupe  10 1,2237,1196,253
1783,11,piab qupe ,5,1,piab qupe  5 1,2238,1197,23
1784,11,piab qupe ,6,1,piab qupe  6 1,2239,1198,42
1785,11,piab qupe ,10,2,piab qupe  10 2,2240,1199,49474
1786,11,piab fasy pini ,5,2,piab fasy pini  5 2,2241,1200,43
1787,11,piab qupe ,7,1,piab qupe  7 1,2242,1201,334
1788,11,fasy qupe ,11,1,fasy qupe  11 1,2243,1202,43
1789,11,piab qupe ,7,2,piab qupe  7 2,2244,1203,800
1790,11,piab qupe ,8,2,piab qupe  8 2,2245,1204,11411
1794,11,fasy pini ,5,2,fasy pini  5 2,2248,1205,146
1797,11,piab fasy qupe ,6,1,piab fasy qupe  6 1,2251,1206,18
1800,11,piab qupe ,9,2,piab qupe  9 2,2254,1207,38801
1803,11,QUPE piab ,10,2,QUPE piab  10 2,2257,1208,7069
1804,11,piab fasy qupe ,8,1,piab fasy qupe  8 1,2258,1209,470
1805,11,piab qupe ,11,1,piab qupe  11 1,2259,1210,220
1806,11,fasy quro ,8,1,fasy quro  8 1,2260,1211,23
1808,11,QUPE fasy ,8,2,QUPE fasy  8 2,2262,1212,56
1809,11,piab fasy qupe ,9,1,piab fasy qupe  9 1,2263,1213,531
1810,11,piab qupe ,11,2,piab qupe  11 2,2264,1214,24449
1811,11,PIAB qupe ,11,1,PIAB qupe  11 1,2265,1215,50
1812,11,PIAB qupe ,11,2,PIAB qupe  11 2,2266,1216,5431
1813,11,fasy quro ,9,1,fasy quro  9 1,2267,1217,40
1814,11,piab fasy quro ,12,2,piab fasy quro  12 2,2268,1218,28
1817,11,fasy quro ,6,2,fasy quro  6 2,2271,1219,17
1818,11,QUPE ,8,1,QUPE  8 1,2272,1220,234
1820,11,PIAB qupe ,10,1,PIAB qupe  10 1,2273,1221,184
1822,11,piab qupe ,8,1,piab qupe  8 1,2274,1222,1108
1823,11,piab fasy qupe ,12,2,piab fasy qupe  12 2,2275,1223,1267
1824,11,piab quro ,9,2,piab quro  9 2,2276,1224,40
1825,11,piab fasy pini ,7,1,piab fasy pini  7 1,2277,1225,387
1826,11,QUPE ,8,2,QUPE  8 2,2278,1226,3870
1827,11,piab fasy pini ,7,2,piab fasy pini  7 2,2279,1227,1210
1831,11,QUPE ,9,1,QUPE  9 1,2282,1228,192
1833,11,piab fasy pini ,8,1,piab fasy pini  8 1,2283,1229,350
1836,11,fasy quro qupe ,9,2,fasy quro qupe  9 2,2284,1230,34
1837,11,fasy qupe pini ,7,2,fasy qupe pini  7 2,2285,1231,82
1838,11,QUPE ,9,2,QUPE  9 2,2286,1232,9425
1841,11,qupe ,9,1,qupe  9 1,2289,1233,28
1842,11,quro qupe ,9,2,quro qupe  9 2,2290,1234,67
1843,11,quro qupe ,8,2,quro qupe  8 2,2291,1235,148
1844,11,fasy quro qupe ,8,2,fasy quro qupe  8 2,2292,1236,36
1845,11,FASY qupe ,10,1,FASY qupe  10 1,2293,1237,47
1846,11,piab qupe ,12,2,piab qupe  12 2,2294,1238,6735
1850,11,QUPE ,11,1,QUPE  11 1,2298,1239,42
1851,11,QUPE ,10,1,QUPE  10 1,2299,1240,161
1853,11,QUPE ,10,2,QUPE  10 2,2301,1241,9449
1854,11,PIAB qupe ,10,2,PIAB qupe  10 2,2302,1242,3510
1855,11,qupe ,9,2,qupe  9 2,2303,1243,2024
1856,11,FASY pini ,8,2,FASY pini  8 2,2304,1244,219
1859,11,fasy pini ,8,1,fasy pini  8 1,2307,1245,109
1865,11,QUPE ,6,1,QUPE  6 1,2313,1246,83
1866,11,piab fasy quro ,9,2,piab fasy quro  9 2,2314,1247,53
1868,11,piab quro qupe ,9,2,piab quro qupe  9 2,2315,1248,110
1869,11,QUPE fasy ,9,2,QUPE fasy  9 2,2316,1249,133
1870,11,fasy quro ,8,2,fasy quro  8 2,2317,1250,42
1871,11,fasy pini ,8,2,fasy pini  8 2,2318,1251,1975
1872,11,fasy pini ,9,1,fasy pini  9 1,2319,1252,131
1873,11,fasy pini ,9,2,fasy pini  9 2,2320,1253,778
1874,11,piab fasy pini ,9,2,piab fasy pini  9 2,2321,1254,1090
1875,11,piab quro qupe ,9,1,piab quro qupe  9 1,2322,1255,25
1876,11,fasy pini ,7,1,fasy pini  7 1,2323,1256,113
1877,11,piab quro qupe ,8,1,piab quro qupe  8 1,2324,1257,31
1878,11,piab quro qupe ,8,2,piab quro qupe  8 2,2325,1258,73
1879,11,quro qupe ,8,1,quro qupe  8 1,2326,1259,29
1881,11,piab fasy quro qupe ,10,2,piab fasy quro qupe  10 2,2328,1260,33
1883,11,piab quro qupe ,10,2,piab quro qupe  10 2,2330,1261,120
1888,11,fasy quro qupe ,7,2,fasy quro qupe  7 2,2334,1262,20
1891,11,QUPE fasy ,7,2,QUPE fasy  7 2,2337,1263,58
1892,11,piab fasy quro ,10,2,piab fasy quro  10 2,2338,1264,67
1895,11,PINI fasy ,6,2,PINI fasy  6 2,2341,1265,91
1896,11,QUPE ,5,2,QUPE  5 2,2342,1266,23
1898,11,FASY pini ,5,1,FASY pini  5 1,2344,1267,23
1903,11,QUPE piab ,7,1,QUPE piab  7 1,2347,1268,27
1905,11,QUPE piab ,7,2,QUPE piab  7 2,2349,1269,117
1906,11,QUPE piab ,8,2,QUPE piab  8 2,2350,1270,1394
1909,11,FASY quro ,9,1,FASY quro  9 1,2353,1271,15
1910,11,QUPE ,7,2,QUPE  7 2,2354,1272,527
1912,11,QUPE ,7,1,QUPE  7 1,2356,1273,129
1670,12,PIAB qupe ,8,1,PIAB qupe  8 1,2476,1274,123
1682,12,PIAB qupe ,9,1,PIAB qupe  9 1,2479,1275,280
1689,12,PIAB qupe ,9,2,PIAB qupe  9 2,2481,1276,1478
1701,12,FASY quro ,7,2,FASY quro  7 2,2483,1277,25
1757,12,abal fasy qupe ,9,2,abal fasy qupe  9 2,2491,1278,32
1775,12,FASY quro ,10,2,FASY quro  10 2,2497,1279,18
1782,12,fasy pini ,10,2,fasy pini  10 2,2498,1280,30
1801,12,quro qupe ,6,1,quro qupe  6 1,2507,1281,20
1806,12,QUPE quro ,7,2,QUPE quro  7 2,2509,1282,25
1809,12,fasy quro ,10,2,fasy quro  10 2,2511,1283,99
1812,12,piab fasy quro ,9,1,piab fasy quro  9 1,2512,1284,17
1814,12,piab fasy quro ,8,2,piab fasy quro  8 2,2513,1285,15
1815,12,piab quro qupe ,10,1,piab quro qupe  10 1,2514,1286,15
1817,12,fasy quro ,10,1,fasy quro  10 1,2516,1287,15
1833,12,QUPE ,6,2,QUPE  6 2,2519,1288,186
1834,12,qupe ,6,2,qupe  6 2,2520,1289,28
1838,12,piab fasy pini ,9,1,piab fasy pini  9 1,2521,1290,242
